,albid,artid,category,pid,prev_albid,prev_artid,prev_traid,prev_year,traid,userid,year
771903,406,297,0,47,287,53,459,58,460,37,11
1231317,300,234,0,47,406,297,460,11,331,37,11
3502,44,37,1,48,3452,1710,5072,58,44,18,9
100928,407,298,1,48,44,37,44,9,461,18,24
560342,408,184,1,48,407,298,461,24,462,18,12
194655,0,0,1,48,408,184,462,12,0,18,0
281025,409,171,1,48,0,0,0,0,463,18,12
740439,410,299,1,48,409,171,463,12,464,18,58
1199853,411,300,1,48,410,299,464,58,465,18,12
15984,412,20,0,49,3452,1710,5072,58,466,38,9
112971,181,145,0,49,412,20,466,9,467,38,15
205766,413,301,0,49,181,145,467,15,468,38,28
665180,414,29,0,49,413,301,468,28,469,38,11
290299,415,90,0,49,414,29,469,11,470,38,24
26487,328,59,4,50,3452,1710,5072,58,471,39,2
123120,97,7,4,50,328,59,471,2,472,39,26
215118,416,95,4,50,97,7,472,26,473,39,13
674532,98,2,4,50,416,95,473,13,102,39,21
1133946,0,0,4,50,98,2,102,21,0,39,0
1593360,417,302,4,50,0,0,0,0,474,39,7
298115,418,303,4,50,417,302,474,7,475,39,28
365144,419,304,4,50,418,303,475,28,476,39,12
410828,420,305,4,50,419,304,476,12,477,39,2
58200,421,306,0,51,3452,1710,5072,58,478,26,21
153641,422,43,0,51,421,306,478,21,479,26,38
243366,423,307,0,51,422,43,479,38,480,26,38
321728,424,308,0,51,423,307,480,38,481,26,58
381876,425,37,0,51,424,308,481,58,482,26,11
420660,426,309,0,51,425,37,482,11,483,26,16
441613,427,310,0,51,426,309,483,16,484,26,16
901027,428,311,0,51,427,310,484,16,485,26,13
451448,0,0,0,51,428,311,485,13,0,26,0
910862,429,312,0,51,0,0,0,0,486,26,16
455638,430,313,0,51,429,312,486,16,487,26,16
915052,431,314,0,51,430,313,487,16,488,26,12
457427,432,315,0,51,431,314,488,12,489,26,30
458325,433,316,0,51,432,315,489,30,490,26,24
917739,434,250,0,51,433,316,490,24,491,26,13
1377153,94,79,0,51,434,250,491,13,492,26,24
458801,349,197,0,51,94,79,492,24,493,26,11
918215,435,317,0,51,349,197,493,11,494,26,13
459082,436,318,0,51,435,317,494,13,495,26,11
459238,437,319,0,51,436,318,495,11,496,26,16
53092,69,58,3,52,3452,1710,5072,58,71,5,58
148740,63,53,3,52,69,58,71,58,65,5,7
238838,71,60,3,52,63,53,65,7,73,5,19
317958,0,0,3,52,71,60,73,19,0,5,0
379170,438,88,3,52,0,0,0,0,497,5,9
419118,73,61,3,52,438,88,497,9,75,5,58
440881,263,207,3,52,73,61,75,58,498,5,2
451147,439,146,3,52,263,207,498,2,499,5,9
455512,0,0,3,52,439,146,499,9,500,5,3
457364,38,31,3,52,0,0,500,3,38,5,18
458291,405,86,3,52,38,31,38,18,458,5,16
458779,73,61,3,52,405,86,458,16,501,5,58
5516,440,320,0,53,3452,1710,5072,58,502,40,42
464930,441,41,0,53,440,320,502,42,503,40,32
924344,442,10,0,53,441,41,503,32,504,40,24
102882,443,321,0,53,442,10,504,24,505,40,58
196443,444,55,0,53,443,321,505,58,506,40,30
282522,445,212,0,53,444,55,506,30,507,40,58
354020,446,322,0,53,445,212,507,58,508,40,9
813434,331,53,0,53,446,322,508,9,372,40,30
404358,447,323,0,53,331,53,372,30,509,40,29
433640,448,324,0,53,447,323,509,29,510,40,9
448021,67,45,0,53,448,324,510,9,511,40,24
454218,73,61,0,53,67,45,511,24,75,40,58
913632,119,94,0,53,73,61,75,58,126,40,11
1373046,449,325,0,53,119,94,126,11,512,40,24
1832460,450,326,0,53,449,325,512,24,513,40,58
2291874,6,0,0,53,450,326,513,58,378,40,3
2751288,0,0,0,53,6,0,378,3,0,40,0
42051,451,327,0,54,3452,1710,5072,58,514,41,16
138096,452,328,0,54,451,327,514,16,515,41,58
597510,453,329,0,54,452,328,515,58,516,41,58
228941,454,212,0,54,453,329,516,58,517,41,33
688355,455,211,0,54,454,212,517,33,518,41,58
1147769,0,0,0,54,455,211,518,58,0,41,0
309693,163,72,0,54,0,0,0,0,178,41,7
60619,456,330,0,55,3452,1710,5072,58,519,18,38
155968,457,318,0,55,456,330,519,38,520,18,9
615382,458,331,0,55,457,318,520,9,521,18,33
1074796,0,0,0,55,458,331,521,33,0,18,0
1534210,382,281,0,55,0,0,0,0,522,18,24
1993624,63,53,0,55,382,281,522,24,65,18,7
2453038,459,72,0,55,63,53,65,7,523,18,12
2912452,460,332,0,55,459,72,523,12,524,18,58
3371866,461,333,0,55,460,332,524,58,525,18,11
245519,462,334,0,55,461,333,525,11,526,18,58
89374,463,335,6,56,3452,1710,5072,58,527,40,42
548788,464,336,6,56,463,335,527,42,528,40,14
1008202,465,337,6,56,464,336,528,14,529,40,45
183644,466,338,6,56,465,337,529,45,530,40,42
643058,467,160,6,56,466,338,530,42,531,40,19
1102472,468,339,6,56,467,160,531,19,532,40,31
1561886,469,23,6,56,468,339,532,31,533,40,29
271079,470,325,6,56,469,23,533,29,534,40,24
730493,471,340,6,56,470,325,534,24,535,40,58
344901,472,107,6,56,471,340,535,58,536,40,58
804315,447,323,6,56,472,107,536,58,509,40,29
1263729,473,341,6,56,447,323,509,29,537,40,58
1723143,474,342,6,56,473,341,537,58,538,40,58
398284,475,254,6,56,474,342,538,58,539,40,21
857698,0,0,6,56,475,254,539,21,0,40,0
430240,476,41,6,56,0,0,0,0,540,40,37
889654,477,165,6,56,476,41,540,37,541,40,58
97127,478,15,2,57,3452,1710,5072,58,542,42,26
191124,0,0,2,57,478,15,542,26,0,42,0
67873,479,343,6,58,3452,1710,5072,58,543,37,30
162948,480,47,6,58,479,343,543,30,544,37,15
622362,0,0,6,58,480,47,544,15,0,37,0
1081776,481,55,6,58,0,0,0,0,545,37,11
42421,482,344,0,59,3452,1710,5072,58,546,43,15
501835,483,345,0,59,482,344,546,15,547,43,10
961249,484,104,0,59,483,345,547,10,548,43,29
1420663,485,138,0,59,484,104,548,29,549,43,58
1880077,486,346,0,59,485,138,549,58,550,43,46
2339491,487,347,0,59,486,346,550,46,551,43,29
2798905,488,348,0,59,487,347,551,29,552,43,13
138449,489,252,0,59,488,348,552,13,553,43,9
597863,490,89,0,59,489,252,553,9,554,43,4
229266,260,41,0,59,490,89,554,4,555,43,5
309969,90,76,0,59,260,41,555,5,92,43,24
769383,0,0,0,59,90,76,92,24,0,43,0
373508,491,349,0,59,0,0,0,0,556,43,1
93406,492,350,4,60,3452,1710,5072,58,557,44,4
552820,493,351,4,60,492,350,557,4,558,44,26
187533,494,352,4,60,493,351,558,26,559,44,25
274680,495,353,4,60,494,352,559,25,560,44,58
347915,496,354,4,60,495,353,560,58,561,44,10
807329,497,355,4,60,496,354,561,10,562,44,58
1266743,0,0,4,60,497,355,562,58,0,44,0
1726157,498,356,4,60,0,0,0,0,563,44,58
400407,499,357,4,60,498,356,563,58,564,44,21
431491,500,358,4,60,499,357,564,21,565,44,32
890905,501,359,4,60,500,358,565,32,566,44,58
446982,502,360,4,60,501,359,566,58,567,44,31
78908,503,296,1,61,3452,1710,5072,58,568,44,58
538322,504,361,1,61,503,296,568,58,569,44,7
997736,505,156,1,61,504,361,569,7,570,44,16
173561,506,85,1,61,505,156,570,16,571,44,30
632975,507,197,1,61,506,85,571,30,572,44,21
261772,411,300,1,61,507,197,572,21,573,44,12
721186,508,362,1,61,411,300,573,12,574,44,11
337129,430,313,1,61,508,362,574,11,575,44,16
796543,509,357,1,61,430,313,575,16,576,44,24
1255957,510,299,1,61,509,357,576,24,577,44,58
1715371,511,363,1,61,510,299,577,58,578,44,11
55728,512,292,0,62,3452,1710,5072,58,579,45,18
151270,513,364,0,62,512,292,579,18,580,45,11
610684,514,365,0,62,513,364,580,11,581,45,11
241186,105,86,0,62,514,365,581,11,582,45,7
319905,515,53,0,62,105,86,582,7,583,45,16
380524,0,0,0,62,515,53,583,16,0,45,0
419885,516,366,0,62,0,0,0,0,584,45,9
879299,517,184,0,62,516,366,584,9,585,45,12
1338713,518,367,0,62,517,184,585,12,586,45,9
1798127,519,368,0,62,518,367,586,9,587,45,44
2257541,520,369,0,62,519,368,587,44,588,45,24
441251,521,370,0,62,520,369,588,24,589,45,20
34987,0,0,0,63,3452,1710,5072,58,0,46,0
131303,522,371,0,63,0,0,0,0,590,46,43
222648,523,184,0,63,522,371,590,43,591,46,34
304477,524,372,0,63,523,184,591,34,592,46,13
369660,525,157,0,63,524,372,592,13,593,46,15
16485,165,76,7,64,3452,1710,5072,58,180,47,24
113456,526,98,7,64,165,76,180,24,594,47,24
572870,527,373,7,64,526,98,594,24,595,47,13
206215,67,45,7,64,527,373,595,13,596,47,24
290670,96,81,7,64,67,45,596,24,597,47,12
359798,528,374,7,64,96,81,597,12,598,47,11
819212,432,315,7,64,528,374,598,11,599,47,30
27222,0,0,8,65,3452,1710,5072,58,500,48,3
123825,529,0,8,65,0,0,500,3,600,48,21
583239,0,0,8,65,529,0,600,21,601,48,3
215766,530,0,8,65,0,0,601,3,602,48,26
675180,4,0,8,65,530,0,602,26,4,48,0
1134594,529,0,8,65,4,0,4,0,603,48,21
1594008,4,0,8,65,529,0,603,21,604,48,3
2053422,531,0,8,65,4,0,604,3,605,48,34
2512836,530,0,8,65,531,0,605,34,606,48,26
2972250,0,0,8,65,530,0,606,26,607,48,2
298669,529,0,8,65,0,0,607,2,608,48,21
758083,532,0,8,65,529,0,608,21,609,48,58
1217497,530,0,8,65,532,0,609,58,610,48,26
1676911,529,0,8,65,530,0,610,26,611,48,21
2136325,0,0,8,65,529,0,611,21,612,48,2
2595739,0,0,8,65,0,0,612,2,0,48,0
3055153,530,0,8,65,0,0,0,0,613,48,26
3514567,529,0,8,65,530,0,613,26,614,48,21
3973981,533,0,8,65,529,0,614,21,615,48,2
4433395,0,0,8,65,533,0,615,2,616,48,21
4892809,532,0,8,65,0,0,616,21,617,48,58
365533,531,0,8,65,532,0,617,58,605,48,34
824947,532,0,8,65,531,0,605,34,618,48,58
1284361,529,0,8,65,532,0,618,58,619,48,21
411052,6,0,8,65,529,0,619,21,620,48,3
436904,4,0,8,65,6,0,620,3,621,48,0
896318,530,0,8,65,4,0,621,0,622,48,26
1355732,6,0,8,65,530,0,622,26,623,48,58
449442,0,0,8,65,6,0,623,58,624,48,2
84498,534,375,0,66,3452,1710,5072,58,625,49,30
178941,535,376,0,66,534,375,625,30,626,49,30
266766,536,377,0,66,535,376,626,30,627,49,30
341331,537,53,0,66,536,377,627,30,628,49,38
395771,538,378,0,66,537,53,628,38,629,49,38
855185,96,81,0,66,538,378,629,38,630,49,16
428752,157,76,0,66,96,81,630,16,170,49,16
888166,538,378,0,66,157,76,170,16,631,49,38
1347580,526,98,0,66,538,378,631,38,632,49,24
1806994,294,37,0,66,526,98,632,24,633,49,12
2266408,0,0,0,66,294,37,633,12,0,49,0
51335,529,0,8,67,3452,1710,5072,58,619,50,21
510749,539,0,8,67,529,0,619,21,634,50,2
147041,0,0,8,67,539,0,634,2,635,50,26
237256,0,0,8,67,0,0,635,26,624,50,2
316626,0,0,8,67,0,0,624,2,612,50,2
776040,533,0,8,67,0,0,612,2,615,50,2
1235454,6,0,8,67,533,0,615,2,6,50,3
378239,532,0,8,67,6,0,6,3,617,50,58
837653,0,0,8,67,532,0,617,58,636,50,3
418547,540,0,8,67,0,0,636,3,637,50,26
877961,6,0,8,67,540,0,637,26,638,50,3
1337375,531,0,8,67,6,0,638,3,605,50,34
1796789,0,0,8,67,531,0,605,34,0,50,0
2256203,0,0,8,67,0,0,0,0,639,50,2
2715617,530,0,8,67,0,0,639,2,613,50,26
3175031,530,0,8,67,530,0,613,26,640,50,26
3634445,4,0,8,67,530,0,640,26,621,50,0
4093859,530,0,8,67,4,0,621,0,606,50,26
440616,0,0,8,67,530,0,606,26,607,50,2
900030,4,0,8,67,0,0,607,2,4,50,0
1359444,0,0,8,67,4,0,4,0,500,50,3
1818858,529,0,8,67,0,0,500,3,608,50,21
2278272,530,0,8,67,529,0,608,21,610,50,26
451039,0,0,8,67,530,0,610,26,616,50,21
910453,540,0,8,67,0,0,616,21,641,50,26
1369867,0,0,8,67,540,0,641,26,612,50,2
1829281,533,0,8,67,0,0,612,2,615,50,2
2288695,531,0,8,67,533,0,615,2,605,50,34
64740,541,379,2,68,3452,1710,5072,58,642,51,30
524154,41,34,2,68,541,379,642,30,643,51,58
983568,381,280,2,68,41,34,643,58,429,51,30
1442982,542,380,2,68,381,280,429,30,644,51,24
1902396,143,117,2,68,542,380,644,24,645,51,30
2361810,543,208,2,68,143,117,645,30,646,51,58
159937,208,16,2,68,543,208,646,58,229,51,33
249181,0,0,2,68,208,16,229,33,0,51,0
326621,544,381,2,68,0,0,0,0,647,51,4
786035,545,382,2,68,544,381,647,4,648,51,38
385363,546,81,2,68,545,382,648,38,649,51,7
64542,547,383,0,69,3452,1710,5072,58,650,12,12
523956,548,383,0,69,547,383,650,12,651,12,15
983370,549,383,0,69,548,383,651,15,652,12,58
1442784,550,383,0,69,549,383,652,58,653,12,5
159746,0,0,0,69,550,383,653,5,0,12,0
48479,551,229,0,70,3452,1710,5072,58,654,52,16
144288,552,18,0,70,551,229,654,16,655,52,9
603702,553,384,0,70,552,18,655,9,656,52,15
1063116,0,0,0,70,553,384,656,15,0,52,0
234705,554,385,0,70,0,0,0,0,657,52,12
314474,96,81,0,70,554,385,657,12,658,52,58
376679,274,71,0,70,96,81,658,58,303,52,58
836093,555,386,0,70,274,71,303,58,659,52,18
71791,556,320,0,71,3452,1710,5072,58,660,53,43
531205,260,41,0,71,556,320,660,43,661,53,45
166720,6,0,0,71,260,41,661,45,6,53,3
626134,557,387,0,71,6,0,6,3,662,53,58
1085548,558,388,0,71,557,387,662,58,663,53,45
1544962,559,389,0,71,558,388,663,45,664,53,19
2004376,560,206,0,71,559,389,664,19,665,53,17
255469,148,121,0,71,560,206,665,17,666,53,58
714883,561,11,0,71,148,121,666,58,667,53,31
1174297,562,346,0,71,561,11,667,31,668,53,25
331870,563,11,0,71,562,346,668,25,669,53,5
791284,564,320,0,71,563,11,669,5,670,53,43
1250698,565,388,0,71,564,320,670,43,671,53,32
1710112,566,210,0,71,565,388,671,32,672,53,23
389066,567,206,0,71,566,210,672,23,673,53,28
424889,568,390,0,71,567,206,673,28,674,53,21
884303,569,391,0,71,568,390,674,21,675,53,58
91124,171,101,0,72,3452,1710,5072,58,299,9,58
185334,386,285,0,72,171,101,299,58,676,9,11
644748,0,0,0,72,386,285,676,11,0,9,0
1104162,570,205,0,72,0,0,0,0,677,9,20
272648,145,101,0,72,570,205,677,20,156,9,58
732062,571,392,0,72,145,101,156,58,678,9,30
1191476,381,280,0,72,571,392,678,30,429,9,30
1650890,572,74,0,72,381,280,429,30,679,9,9
38672,573,393,2,73,3452,1710,5072,58,680,54,16
134834,171,101,2,73,573,393,680,16,681,54,58
594248,574,72,2,73,171,101,681,58,682,54,12
1053662,116,76,2,73,574,72,682,12,123,54,24
1513076,575,394,2,73,116,76,123,24,683,54,35
225915,576,395,2,73,575,394,683,35,684,54,11
307178,574,72,2,73,576,395,684,11,685,54,15
766592,577,396,2,73,574,72,685,15,686,54,38
371556,90,76,2,73,577,396,686,38,92,54,24
34806,578,397,7,74,3452,1710,5072,58,687,47,30
131130,579,398,7,74,578,397,687,30,688,47,34
91572,580,399,0,75,3452,1710,5072,58,689,55,58
550986,581,400,0,75,580,399,689,58,690,55,15
1010400,582,274,0,75,581,400,690,15,691,55,23
1469814,583,86,0,75,582,274,691,23,692,55,36
1929228,584,393,0,75,583,86,692,36,693,55,30
2388642,290,53,0,75,584,393,693,30,694,55,7
2848056,585,400,0,75,290,53,694,7,695,55,7
185773,586,86,0,75,585,400,695,7,696,55,9
645187,404,257,0,75,586,86,696,9,697,55,30
1104601,587,398,0,75,404,257,697,30,698,55,11
273058,248,197,0,75,587,398,698,11,699,55,12
732472,588,401,0,75,248,197,699,12,700,55,24
346545,589,402,0,75,588,401,700,24,701,55,16
399437,86,72,0,75,589,402,701,16,96,55,15
430915,53,43,0,75,86,72,96,15,702,55,58
890329,590,50,0,75,53,43,702,58,703,55,58
1349743,591,54,0,75,590,50,703,58,704,55,2
1809157,144,118,0,75,591,54,704,2,154,55,58
446698,0,0,0,75,144,118,154,58,0,55,0
906112,592,397,0,75,0,0,0,0,705,55,24
1365526,593,232,0,75,592,397,705,24,706,55,58
1824940,594,43,0,75,593,232,706,58,707,55,9
453662,595,85,0,75,594,43,707,9,708,55,5
913076,596,398,0,75,595,85,708,5,709,55,7
456557,597,46,0,75,596,398,709,7,710,55,16
35950,208,16,0,76,3452,1710,5072,58,229,12,33
495364,598,403,0,76,208,16,229,33,711,12,24
954778,450,326,0,76,598,403,711,24,712,12,58
1414192,599,404,0,76,450,326,712,58,713,12,58
132226,600,405,0,76,599,404,713,58,714,12,47
223502,601,406,0,76,600,405,714,47,715,12,58
682916,602,407,0,76,601,406,715,58,716,12,58
1142330,603,408,0,76,602,407,716,58,717,12,13
305161,0,0,0,76,603,408,717,13,0,12,0
370160,604,211,0,76,0,0,0,0,718,12,58
82371,25,19,0,77,3452,1710,5072,58,719,56,20
541785,110,53,0,77,25,19,719,20,116,56,7
1001199,113,10,0,77,110,53,116,7,376,56,16
176890,605,409,0,77,113,10,376,16,720,56,12
636304,606,410,0,77,605,409,720,12,721,56,7
264861,0,0,0,77,606,410,721,7,0,56,0
339734,607,411,0,77,0,0,0,0,722,56,9
799148,113,10,0,77,607,411,722,9,120,56,16
1258562,25,19,0,77,113,10,120,16,723,56,12
84649,608,412,0,78,3452,1710,5072,58,724,57,30
544063,609,413,0,78,608,412,724,30,725,57,18
179087,86,72,0,78,609,413,725,18,726,57,15
638501,0,0,0,78,86,72,726,15,0,57,0
1097915,608,412,0,78,0,0,0,0,727,57,30
266901,610,414,0,78,608,412,727,30,728,57,47
726315,611,415,0,78,610,414,728,47,729,57,16
2188,102,72,0,79,3452,1710,5072,58,106,58,15
99662,612,416,0,79,102,72,106,15,730,58,7
559076,260,41,0,79,612,416,730,7,287,58,22
193484,152,124,0,79,260,41,287,22,731,58,15
280052,57,47,0,79,152,124,731,15,732,58,30
352218,613,417,0,79,57,47,732,30,733,58,30
403309,0,0,0,79,613,417,733,30,0,58,0
433128,351,75,0,79,0,0,0,0,396,58,11
447789,44,37,0,79,351,75,396,11,734,58,9
76455,0,0,2,80,3452,1710,5072,58,636,59,3
171205,0,0,2,80,0,0,636,3,0,59,0
630619,47,19,2,80,0,0,0,0,342,59,21
259603,373,15,2,80,47,19,342,21,735,59,0
719017,44,37,2,80,373,15,735,0,736,59,9
335300,27,20,2,80,44,37,736,9,27,59,12
391478,614,20,2,80,27,20,27,12,737,59,7
850892,31,24,2,80,614,20,737,7,31,59,15
426269,615,15,2,80,31,24,31,15,738,59,16
885683,231,182,2,80,615,15,738,16,256,59,9
1345097,616,6,2,80,231,182,256,9,739,59,58
1804511,529,0,2,80,616,6,739,58,614,59,21
2263925,6,0,2,80,529,0,614,21,378,59,3
2723339,617,20,2,80,6,0,378,3,740,59,9
3182753,425,37,2,80,617,20,740,9,741,59,11
87916,618,418,0,81,3452,1710,5072,58,742,13,26
182236,269,213,0,81,618,418,742,26,297,13,2
641650,619,12,0,81,269,213,297,2,743,13,58
269788,620,94,0,81,619,12,743,58,744,13,20
343845,621,419,0,81,620,94,744,20,745,13,29
803259,622,420,0,81,621,419,745,29,746,13,28
397555,623,358,0,81,622,420,746,28,747,13,40
856969,0,0,0,81,623,358,747,40,0,13,0
429823,261,206,0,81,0,0,0,0,288,13,29
446172,624,10,0,81,261,206,288,29,748,13,33
905586,625,421,0,81,624,10,748,33,749,13,13
1365000,290,53,0,81,625,421,749,13,750,13,12
35398,626,422,0,82,3452,1710,5072,58,751,60,16
131696,627,72,0,82,626,422,751,16,752,60,38
223007,628,423,0,82,627,72,752,38,753,60,11
682421,629,424,0,82,628,423,753,11,754,60,24
304769,630,425,0,82,629,424,754,24,755,60,21
764183,631,426,0,82,630,425,755,21,756,60,9
369874,0,0,0,82,631,426,756,9,0,60,0
829288,632,128,0,82,0,0,0,0,757,60,58
70131,0,0,0,83,3452,1710,5072,58,0,61,0
529545,633,311,0,83,0,0,0,0,758,61,11
165115,634,427,0,83,633,311,758,11,759,61,14
253969,439,146,0,83,634,427,759,14,760,61,13
713383,635,428,0,83,439,146,760,13,761,61,11
330631,636,40,0,83,635,428,761,11,762,61,9
790045,637,429,0,83,636,40,762,9,763,61,24
1249459,638,430,0,83,637,429,763,24,764,61,30
1708873,639,431,0,83,638,430,764,30,765,61,16
88280,640,432,0,84,3452,1710,5072,58,766,62,7
547694,641,433,0,84,640,432,766,7,767,62,30
1007108,642,434,0,84,641,433,767,30,768,62,17
1466522,86,72,0,84,642,434,768,17,769,62,15
1925936,643,435,0,84,86,72,769,15,770,62,21
2385350,38,31,0,84,643,435,770,21,38,62,18
182587,304,238,0,84,38,31,38,18,771,62,15
270113,0,0,0,84,304,238,771,15,0,62,0
344098,644,436,0,84,0,0,0,0,772,62,7
4101,645,437,0,85,3452,1710,5072,58,773,63,24
463515,646,438,0,85,645,437,773,24,774,63,31
922929,647,434,0,85,646,438,774,31,775,63,17
101504,0,0,0,85,647,434,775,17,0,63,0
560918,648,246,0,85,0,0,0,0,776,63,24
195182,78,58,0,85,648,246,776,24,777,63,58
654596,649,439,0,85,78,58,777,58,778,63,11
281455,650,42,0,85,649,439,778,11,779,63,13
353231,651,440,0,85,650,42,779,13,780,63,58
91387,444,55,0,86,3452,1710,5072,58,506,64,30
185590,652,53,0,86,444,55,506,30,781,64,16
645004,152,124,0,86,652,53,781,16,782,64,15
1104418,653,441,0,86,152,124,782,15,783,64,58
272891,401,286,0,86,653,441,783,58,453,64,30
732305,0,0,0,86,401,286,453,30,0,64,0
1191719,654,86,0,86,0,0,0,0,784,64,30
1651133,655,276,0,86,654,86,784,30,785,64,7
346402,656,442,0,86,655,276,785,7,786,64,30
805816,657,56,0,86,656,442,786,30,787,64,12
1265230,658,366,0,86,657,56,787,12,788,64,12
1724644,659,11,0,86,658,366,788,12,789,64,58
12350,202,85,0,87,3452,1710,5072,58,223,53,28
471764,263,207,0,87,202,85,223,28,790,53,13
931178,660,443,0,87,263,207,790,13,791,53,22
1390592,22,16,0,87,660,443,791,22,792,53,9
109469,161,130,0,87,22,16,792,9,176,53,58
202515,661,444,0,87,161,130,176,58,793,53,9
661929,662,42,0,87,661,444,793,9,794,53,21
1121343,0,0,0,87,662,42,794,21,0,53,0
287593,663,445,0,87,0,0,0,0,795,53,9
357631,664,446,0,87,663,445,795,9,796,53,43
817045,665,53,0,87,664,446,796,43,797,53,7
406491,562,346,0,87,665,53,797,7,668,53,25
434673,666,288,0,87,562,346,668,25,798,53,42
894087,196,160,0,87,666,288,798,42,217,53,22
54488,667,109,0,88,3452,1710,5072,58,799,58,9
150090,88,74,0,88,667,109,799,9,800,58,58
240093,441,41,0,88,88,74,800,58,503,58,32
319005,668,447,0,88,441,41,503,32,801,58,15
778419,669,448,0,88,668,447,801,15,802,58,8
1237833,670,15,0,88,669,448,802,8,803,58,31
1697247,671,385,0,88,670,15,803,31,804,58,15
2156661,221,174,0,88,671,385,804,15,245,58,35
379903,672,320,0,88,221,174,245,35,805,58,2
419532,444,55,0,88,672,320,805,2,506,58,30
878946,0,0,0,88,444,55,506,30,0,58,0
1338360,673,72,0,88,0,0,0,0,806,58,38
61344,628,423,1,89,3452,1710,5072,58,807,65,11
156666,213,95,1,89,628,423,807,11,237,65,13
246171,674,449,1,89,213,95,237,13,808,65,24
705585,339,257,1,89,674,449,808,24,382,65,58
1164999,90,76,1,89,339,257,382,58,92,65,24
324074,675,330,1,89,90,76,92,24,809,65,6
783488,86,72,1,89,675,330,809,6,88,65,15
1242902,676,450,1,89,86,72,88,15,810,65,27
383522,677,53,1,89,676,450,810,27,811,65,9
842936,0,0,1,89,677,53,811,9,0,65,0
1302350,678,153,1,89,0,0,0,0,812,65,15
421617,679,251,1,89,678,153,812,15,813,65,11
10696,646,438,0,90,3452,1710,5072,58,814,66,8
470110,680,451,0,90,646,438,814,8,815,66,11
929524,681,452,0,90,680,451,815,11,816,66,17
1388938,646,438,0,90,681,452,816,17,774,66,31
1848352,4,0,0,90,646,438,774,31,604,66,3
107881,682,453,0,90,4,0,604,3,817,66,14
567295,0,0,0,90,682,453,817,14,0,66,0
201048,683,454,0,90,0,0,0,0,818,66,24
286389,684,455,0,90,683,454,818,24,819,66,30
56871,685,423,1,91,3452,1710,5072,58,820,67,38
516285,686,456,1,91,685,423,820,38,821,67,16
975699,687,457,1,91,686,456,821,16,822,67,11
1435113,688,458,1,91,687,457,822,11,823,67,38
152370,689,459,1,91,688,458,823,38,824,67,24
242192,690,262,1,91,689,459,824,24,825,67,38
320747,0,0,1,91,690,262,825,38,0,67,0
780161,691,460,1,91,0,0,0,0,826,67,58
1239575,692,281,1,91,691,460,826,58,827,67,16
381162,693,461,1,91,692,281,827,16,828,67,15
420237,153,125,1,91,693,461,828,15,829,67,30
879651,694,462,1,91,153,125,829,30,830,67,58
46848,695,50,0,92,3452,1710,5072,58,831,68,5
506262,696,138,0,92,695,50,831,5,832,68,58
965676,697,258,0,92,696,138,832,58,833,68,12
1425090,698,463,0,92,697,258,833,12,834,68,19
142723,202,85,0,92,698,463,834,19,223,68,28
602137,699,2,0,92,202,85,223,28,835,68,8
1061551,547,383,0,92,699,2,835,8,650,68,12
233247,700,401,0,92,547,383,650,12,836,68,24
692661,0,0,0,92,700,401,836,24,0,68,0
1152075,701,53,0,92,0,0,0,0,837,68,7
313271,386,285,0,92,701,53,837,7,676,68,11
772685,702,85,0,92,386,285,676,11,838,68,5
6146,163,72,0,93,3452,1710,5072,58,839,69,12
465560,703,464,0,93,163,72,839,12,840,69,18
924974,53,43,0,93,703,464,840,18,841,69,7
1384388,290,53,0,93,53,43,841,7,750,69,12
1843802,0,0,0,93,290,53,750,12,0,69,0
103489,704,211,0,93,0,0,0,0,842,69,58
6692,705,465,2,94,3452,1710,5072,58,843,70,12
104017,401,286,2,94,705,465,843,12,453,70,30
197477,705,465,2,94,401,286,453,30,844,70,11
283386,0,0,2,94,705,465,844,11,0,70,0
11311,41,34,4,95,3452,1710,5072,58,643,71,58
108475,706,466,4,95,41,34,643,58,845,71,30
567889,153,125,4,95,706,466,845,30,846,71,9
201596,707,467,4,95,153,125,846,9,847,71,58
661010,0,0,4,95,707,467,847,58,0,71,0
286861,708,388,4,95,0,0,0,0,848,71,12
